this_response,full_image_path,trial_number,HITID,HITTypeId,WorkerID,short_image_path,shorter_image_path,sanity_check_category,response,hands,faces,sanity_hands,sanity_faces
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/5487-A_20140121_1608_03.mp4-23315.jpg,92,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,5487-A_20140121_1608_03.mp4-23315.jpg,5487-A_20140121_1608_03.mp4-23315,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/3969-A_20130927_1214_01.mp4-4715.jpg,92,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,3969-A_20130927_1214_01.mp4-4715.jpg,3969-A_20130927_1214_01.mp4-4715,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/12932-S_20130602_0716_07.AVI.mp4-7125.jpg,92,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,12932-S_20130602_0716_07.AVI.mp4-7125.jpg,12932-S_20130602_0716_07.AVI.mp4-7125,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/9253-A_20140725_2212_03.mp4-36910.jpg,92,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,9253-A_20140725_2212_03.mp4-36910.jpg,9253-A_20140725_2212_03.mp4-36910,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/3694-A_20130920_1207_03.mp4-48985.jpg,92,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,3694-A_20130920_1207_03.mp4-48985.jpg,3694-A_20130920_1207_03.mp4-48985,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/16776-S_20140107_1421_06.mp4-15520.jpg,92,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,16776-S_20140107_1421_06.mp4-15520.jpg,16776-S_20140107_1421_06.mp4-15520,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/4968-A_20131202_1419_03.mp4-11195.jpg,92,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,4968-A_20131202_1419_03.mp4-11195.jpg,4968-A_20131202_1419_03.mp4-11195,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/12658-S_20130522_0705_02.AVI.mp4-5110.jpg,92,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,12658-S_20130522_0705_02.AVI.mp4-5110.jpg,12658-S_20130522_0705_02.AVI.mp4-5110,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/21531-S_20141026_2409_02.AVI.mp4-6480.jpg,92,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,21531-S_20141026_2409_02.AVI.mp4-6480.jpg,21531-S_20141026_2409_02.AVI.mp4-6480,NA,none,FALSE,FALSE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/3398-A_20130907_1125_04.mp4-3440.jpg,92,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,3398-A_20130907_1125_04.mp4-3440.jpg,3398-A_20130907_1125_04.mp4-3440,NA,NA,NA,NA,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/3922-A_20130925_1212_02.mp4-10380.jpg,92,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,3922-A_20130925_1212_02.mp4-10380.jpg,3922-A_20130925_1212_02.mp4-10380,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/21673-S_20141102_2416_02.AVI.mp4-4730.jpg,92,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,21673-S_20141102_2416_02.AVI.mp4-4730.jpg,21673-S_20141102_2416_02.AVI.mp4-4730,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/14175-S_20130811_0925_02.mp4-15060.jpg,93,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,14175-S_20130811_0925_02.mp4-15060.jpg,14175-S_20130811_0925_02.mp4-15060,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/18753-S_20140430_1813_02.AVI.mp4-10000.jpg,93,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,18753-S_20140430_1813_02.AVI.mp4-10000.jpg,18753-S_20140430_1813_02.AVI.mp4-10000,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/6925-A_20140315_1802_06.mp4-18480.jpg,93,35YHTYFL1G3K95SZ9E9KZ7QW7NTFV1,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A17K1CHOI773VZ,6925-A_20140315_1802_06.mp4-18480.jpg,6925-A_20140315_1802_06.mp4-18480,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/2653-A_20130818_1105_03.mp4-6325.jpg,93,32K26U12DNONBLE3I8EUB7NBVADDVO,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AKZ8SFOAI4RZN,2653-A_20130818_1105_03.mp4-6325.jpg,2653-A_20130818_1105_03.mp4-6325,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/12329-S_20130504_0617_01.AVI.mp4-26415.jpg,93,32PT7WK7DMF3ZCCKYY8OSCVS4QK3DH,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A1P6OXEJ86HQRM,12329-S_20130504_0617_01.AVI.mp4-26415.jpg,12329-S_20130504_0617_01.AVI.mp4-26415,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6524-A_20140305_1720_01.mp4-48670.jpg,93,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,6524-A_20140305_1720_01.mp4-48670.jpg,6524-A_20140305_1720_01.mp4-48670,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/15381-S_20131027_1210_02.mp4-20540.jpg,93,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,15381-S_20131027_1210_02.mp4-20540.jpg,15381-S_20131027_1210_02.mp4-20540,NA,none,FALSE,FALSE,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/23608-S_20150322_2905_01.mp4-32640.jpg,93,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,23608-S_20150322_2905_01.mp4-32640.jpg,23608-S_20150322_2905_01.mp4-32640,NA,faces,FALSE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/9470-A_20140820_2307_05.mp4-11840.jpg,93,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,9470-A_20140820_2307_05.mp4-11840.jpg,9470-A_20140820_2307_05.mp4-11840,NA,none,FALSE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/14083-S_20130808_0922_03.AVI.mp4-20375.jpg,93,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,14083-S_20130808_0922_03.AVI.mp4-20375.jpg,14083-S_20130808_0922_03.AVI.mp4-20375,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/16445-S_20131221_1404_05.mp4-12360.jpg,93,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,16445-S_20131221_1404_05.mp4-12360.jpg,16445-S_20131221_1404_05.mp4-12360,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/1723-A_20130726_1013_02.mp4-3585.jpg,93,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,1723-A_20130726_1013_02.mp4-3585.jpg,1723-A_20130726_1013_02.mp4-3585,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/7171-A_20140321_1808_02.mp4-50230.jpg,93,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,7171-A_20140321_1808_02.mp4-50230.jpg,7171-A_20140321_1808_02.mp4-50230,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/2264-A_20130808_1026_02.mp4-41175.jpg,93,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,2264-A_20130808_1026_02.mp4-41175.jpg,2264-A_20130808_1026_02.mp4-41175,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/17158-S_20140202_1516_01.mp4-8375.jpg,93,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,17158-S_20140202_1516_01.mp4-8375.jpg,17158-S_20140202_1516_01.mp4-8375,NA,none,FALSE,FALSE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/114-A_20130531_0818_03.mp4-24620.jpg,93,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,114-A_20130531_0818_03.mp4-24620.jpg,114-A_20130531_0818_03.mp4-24620,NA,NA,NA,NA,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/8463-A_20140601_2019_03.mp4-32145.jpg,93,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,8463-A_20140601_2019_03.mp4-32145.jpg,8463-A_20140601_2019_03.mp4-32145,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/13151-S_20130616_0730_01.AVI.mp4-8520.jpg,93,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,13151-S_20130616_0730_01.AVI.mp4-8520.jpg,13151-S_20130616_0730_01.AVI.mp4-8520,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/11583-A_20150404_3022_01.mp4-35170.jpg,94,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,11583-A_20150404_3022_01.mp4-35170.jpg,11583-A_20150404_3022_01.mp4-35170,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/3533-A_20130916_1203_01.mp4-28905.jpg,94,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,3533-A_20130916_1203_01.mp4-28905.jpg,3533-A_20130916_1203_01.mp4-28905,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/13560-S_20130706_0819_04.AVI.mp4-13730.jpg,94,35YHTYFL1G3K95SZ9E9KZ7QW7NTFV1,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A17K1CHOI773VZ,13560-S_20130706_0819_04.AVI.mp4-13730.jpg,13560-S_20130706_0819_04.AVI.mp4-13730,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/885-A_20130622_0909_02.mp4-26195.jpg,94,32K26U12DNONBLE3I8EUB7NBVADDVO,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AKZ8SFOAI4RZN,885-A_20130622_0909_02.mp4-26195.jpg,885-A_20130622_0909_02.mp4-26195,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/19355-S_20140605_1919_05.mp4-690.jpg,94,32PT7WK7DMF3ZCCKYY8OSCVS4QK3DH,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A1P6OXEJ86HQRM,19355-S_20140605_1919_05.mp4-690.jpg,19355-S_20140605_1919_05.mp4-690,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/9309-A_20140803_2221_01.mp4-25605.jpg,94,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,9309-A_20140803_2221_01.mp4-25605.jpg,9309-A_20140803_2221_01.mp4-25605,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/15041-S_20131003_1116_01.mp4-24695.jpg,94,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,15041-S_20131003_1116_01.mp4-24695.jpg,15041-S_20131003_1116_01.mp4-24695,NA,none,FALSE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/7304-A_20140401_1819_01.mp4-5135.jpg,94,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,7304-A_20140401_1819_01.mp4-5135.jpg,7304-A_20140401_1819_01.mp4-5135,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/10487-A_20141214_2701_01.mp4-22950.jpg,94,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,10487-A_20141214_2701_01.mp4-22950.jpg,10487-A_20141214_2701_01.mp4-22950,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/8966-A_20140709_2126_01.mp4-49415.jpg,94,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,8966-A_20140709_2126_01.mp4-49415.jpg,8966-A_20140709_2126_01.mp4-49415,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/8965-A_20140709_2126_01.mp4-48755.jpg,94,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,8965-A_20140709_2126_01.mp4-48755.jpg,8965-A_20140709_2126_01.mp4-48755,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/4544-A_20131108_1326_02.mp4-510.jpg,94,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,4544-A_20131108_1326_02.mp4-510.jpg,4544-A_20131108_1326_02.mp4-510,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/19361-S_20140605_1919_05.mp4-4735.jpg,94,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,19361-S_20140605_1919_05.mp4-4735.jpg,19361-S_20140605_1919_05.mp4-4735,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/2324-A_20130809_1027_01.mp4-6415.jpg,94,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,2324-A_20130809_1027_01.mp4-6415.jpg,2324-A_20130809_1027_01.mp4-6415,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/14483-S_20130829_1012_03.AVI.mp4-1585.jpg,94,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,14483-S_20130829_1012_03.AVI.mp4-1585.jpg,14483-S_20130829_1012_03.AVI.mp4-1585,NA,none,FALSE,FALSE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/6536-A_20140305_1720_02.mp4-10525.jpg,94,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,6536-A_20140305_1720_02.mp4-10525.jpg,6536-A_20140305_1720_02.mp4-10525,NA,NA,NA,NA,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6029-A_20140216_1703_01.mp4-46835.jpg,94,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,6029-A_20140216_1703_01.mp4-46835.jpg,6029-A_20140216_1703_01.mp4-46835,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/12633-S_20130519_0702_03.AVI.mp4-27160.jpg,94,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,12633-S_20130519_0702_03.AVI.mp4-27160.jpg,12633-S_20130519_0702_03.AVI.mp4-27160,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/4417-A_20131022_1309_03.mp4-46525.jpg,95,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,4417-A_20131022_1309_03.mp4-46525.jpg,4417-A_20131022_1309_03.mp4-46525,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/15901-S_20131121_1304_05.mp4-19660.jpg,95,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,15901-S_20131121_1304_05.mp4-19660.jpg,15901-S_20131121_1304_05.mp4-19660,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/16068-S_20131127_1310_05.mp4-49195.jpg,95,35YHTYFL1G3K95SZ9E9KZ7QW7NTFV1,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A17K1CHOI773VZ,16068-S_20131127_1310_05.mp4-49195.jpg,16068-S_20131127_1310_05.mp4-49195,NA,hands,TRUE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/4359-A_20131022_1309_02.mp4-32475.jpg,95,32K26U12DNONBLE3I8EUB7NBVADDVO,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AKZ8SFOAI4RZN,4359-A_20131022_1309_02.mp4-32475.jpg,4359-A_20131022_1309_02.mp4-32475,NA,both,TRUE,TRUE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/23759-S_20150331_2914_03.mp4-1505.jpg,95,32PT7WK7DMF3ZCCKYY8OSCVS4QK3DH,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A1P6OXEJ86HQRM,23759-S_20150331_2914_03.mp4-1505.jpg,23759-S_20150331_2914_03.mp4-1505,NA,both,TRUE,TRUE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/2903-A_20130823_1110_03.mp4-24295.jpg,95,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,2903-A_20130823_1110_03.mp4-24295.jpg,2903-A_20130823_1110_03.mp4-24295,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/2452-A_20130813_1100_01.mp4-25450.jpg,95,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,2452-A_20130813_1100_01.mp4-25450.jpg,2452-A_20130813_1100_01.mp4-25450,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/4665-A_20131111_1329_02.mp4-10530.jpg,95,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,4665-A_20131111_1329_02.mp4-10530.jpg,4665-A_20131111_1329_02.mp4-10530,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/3779-A_20130922_1209_01.mp4-53465.jpg,95,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,3779-A_20130922_1209_01.mp4-53465.jpg,3779-A_20130922_1209_01.mp4-53465,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/3696-A_20130920_1207_03.mp4-50905.jpg,95,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,3696-A_20130920_1207_03.mp4-50905.jpg,3696-A_20130920_1207_03.mp4-50905,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/22557-S_20141228_2611_03.mp4-6170.jpg,95,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,22557-S_20141228_2611_03.mp4-6170.jpg,22557-S_20141228_2611_03.mp4-6170,NA,none,FALSE,FALSE,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/23878-S_20150409_2923_09.mp4-1175.jpg,95,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,23878-S_20150409_2923_09.mp4-1175.jpg,23878-S_20150409_2923_09.mp4-1175,NA,faces,FALSE,TRUE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/16127-S_20131130_1313_08.mp4-1765.jpg,95,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,16127-S_20131130_1313_08.mp4-1765.jpg,16127-S_20131130_1313_08.mp4-1765,NA,hands,TRUE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/23296-S_20150223_2806_01.mp4-2790.jpg,95,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,23296-S_20150223_2806_01.mp4-2790.jpg,23296-S_20150223_2806_01.mp4-2790,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/22373-S_20141218_2601_01.mp4-13515.jpg,95,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,22373-S_20141218_2601_01.mp4-13515.jpg,22373-S_20141218_2601_01.mp4-13515,NA,none,FALSE,FALSE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/5412-A_20140121_1608_01.mp4-36460.jpg,95,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,5412-A_20140121_1608_01.mp4-36460.jpg,5412-A_20140121_1608_01.mp4-36460,NA,NA,NA,NA,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/4158-A_20131012_1229_02.mp4-26065.jpg,95,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,4158-A_20131012_1229_02.mp4-26065.jpg,4158-A_20131012_1229_02.mp4-26065,NA,faces,FALSE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/9224-A_20140725_2212_03.mp4-1200.jpg,95,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,9224-A_20140725_2212_03.mp4-1200.jpg,9224-A_20140725_2212_03.mp4-1200,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/11995-A_20150507_3124_03.mp4-40430.jpg,96,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,11995-A_20150507_3124_03.mp4-40430.jpg,11995-A_20150507_3124_03.mp4-40430,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/20670-S_20140906_2220_06.mp4-1570.jpg,96,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,20670-S_20140906_2220_06.mp4-1570.jpg,20670-S_20140906_2220_06.mp4-1570,NA,none,FALSE,FALSE,NA,NA
